Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding,Current_outstanding_v1,Loan_amount_v1
38678489,PERSONAL LOAN,143-23-3028,303-403-4072,Denver,Denver,Denver,CO,80261,West,11-03-2019,"$69,591",Non-Default,24-08-2021,681,698,"$31,316",31316,69591
38678490,CREDIT CARD,300-15-8188,701-687-4102,Lawton,Ramsey,Lawton,ND,58345,Midwest,02-01-2018,"$97,615",Default,16-01-2021,706,704,"$9,762",9762,97615
38678491,CREDIT CARD,535-71-4852,239-453-1859,Miami,Miami-Dade,Miami,FL,33137,South,03-04-2020,"$58,699",Non-Default,29-03-2021,739,733,"$5,870",5870,58699
38678492,PERSONAL LOAN,488-29-1777,206-776-8104,Tahuya,Mason,Tahuya,WA,98588,West,21-07-2018,"$95,368",Default,24-08-2021,781,781,"$10,490",10490,95368
38678493,CREDIT CARD,036-74-1707,423-919-7087,Crossville,Cumberland,Crossville,TN,38555,South,10-01-2021,"$95,192",Non-Default,24-08-2021,653,696,"$14,279",14279,95192
38678494,MORTGAGE,342-11-4476,239-505-5449,Mango,Hillsborough,Mango,FL,33550,South,15-02-2021,"$3,17,367",Non-Default,24-11-2020,678,727,"$92,036",92036,317367
38678495,CREDIT CARD,407-73-5005,209-807-3629,Los Angeles,Los Angeles,Los Angeles,CA,90189,West,08-06-2018,"$51,917",Default,09-03-2021,870,869,"$23,882",23882,51917
38678496,PERSONAL LOAN,498-29-5240,339-277-9772,South Lee,Berkshire,South Lee,MA,1260,Northeast,07-02-2019,"$1,47,017",Non-Default,24-08-2021,710,708,"$38,224",38224,147017
38678497,PERSONAL LOAN,332-11-1598,252-384-6136,Cramerton,Gaston,Cramerton,NC,28032,South,18-03-2021,"$50,868",Default,24-08-2021,661,687,"$23,399",23399,50868
38678498,CREDIT CARD,228-99-1982,212-887-7994,Shrub Oak,Westchester,Shrub Oak,NY,10588,Northeast,11-04-2018,"$46,815",Default,24-08-2021,810,859,"$20,599",20599,46815
38678499,PERSONAL LOAN,673-48-8931,209-432-5045,Victorville,San Bernardino,Victorville,CA,92394,West,14-04-2021,"$95,774",Default,24-08-2021,672,684,"$35,436",35436,95774
38678500,MORTGAGE,265-99-7971,209-368-5315,Sacramento,Sacramento,Sacramento,CA,94274,West,02-12-2020,"$8,93,957",Non-Default,21-02-2021,715,741,"$4,20,160",420160,893957
38678501,MORTGAGE,277-17-2706,210-296-1571,Lowake,Concho,Lowake,TX,76855,South,06-05-2021,"$5,86,826",Non-Default,31-10-2020,668,704,"$2,22,994",222994,586826
38678502,CREDIT CARD,705-18-0749,308-240-0217,Gurley,Cheyenne,Gurley,NE,69141,Midwest,24-11-2020,"$82,528",Default,24-08-2021,713,718,"$23,108",23108,82528
38678503,CREDIT CARD,518-89-7026,303-838-2710,Silt,Garfield,Silt,CO,81652,West,25-10-2020,"$31,544",Default,24-08-2021,871,885,"$13,564",13564,31544
38678504,CREDIT CARD,007-11-3528,210-265-9460,Bishop,Nueces,Bishop,TX,78343,South,24-08-2021,"$79,541",Non-Default,12-02-2021,702,714,"$27,839",27839,79541
38678505,MORTGAGE,329-11-7066,262-780-6241,Madison,Dane,Madison,WI,53794,Midwest,28-08-2018,"$9,67,425",Non-Default,30-04-2021,687,704,"$3,48,273",348273,967425
38678506,PERSONAL LOAN,505-59-9103,228-893-3091,Red Banks,Marshall,Red Banks,MS,38661,South,23-07-2018,"$1,85,737",Non-Default,24-08-2021,691,728,"$78,010",78010,185737
38678507,PERSONAL LOAN,719-18-4216,423-961-5724,Allred,Overton,Allred,TN,38542,South,19-10-2019,"$69,442",Non-Default,25-12-2020,715,706,"$3,472",3472,69442
38678508,PERSONAL LOAN,581-99-6253,702-812-9433,Pahrump,Nye,Pahrump,NV,89061,West,06-08-2018,"$82,705",Non-Default,22-02-2021,729,752,"$19,849",19849,82705
38678509,PERSONAL LOAN,615-87-3746,205-884-5499,Nanafalia,Marengo,Nanafalia,AL,36764,South,03-02-2021,"$1,56,442",Non-Default,09-02-2021,681,704,"$56,319",56319,156442
38678510,PERSONAL LOAN,151-23-8650,231-800-0094,Prattville,Prattville,Prattville,MI,49273,Midwest,27-03-2020,"$50,825",Non-Default,24-08-2021,855,867,"$3,558",3558,50825
38678511,CREDIT CARD,589-99-4959,231-964-5689,Scottville,Mason,Scottville,MI,49454,Midwest,04-07-2019,"$76,328",Default,24-08-2021,692,715,"$17,555",17555,76328
38678512,CREDIT CARD,454-99-6267,316-975-4961,Oakley,Logan,Oakley,KS,67748,Midwest,02-09-2020,"$49,453",Non-Default,24-08-2021,779,789,"$6,923",6923,49453
38678513,MORTGAGE,221-13-3846,239-281-7197,Lutz,Hillsborough,Lutz,FL,33548,South,24-08-2021,"$7,43,881",Non-Default,16-05-2021,848,859,"$96,705",96705,743881
38678514,MORTGAGE,416-67-9279,316-243-7203,Wright,Ford,Wright,KS,67882,Midwest,24-08-2021,"$9,79,067",Non-Default,28-12-2020,717,751,"$4,20,999",420999,979067
38678515,MORTGAGE,296-15-8243,270-231-6707,Ford,Clark,Ford,KY,40320,South,10-03-2018,"$5,93,392",Default,24-08-2021,884,904,"$2,84,828",284828,593392
38678516,CREDIT CARD,242-99-4474,339-348-8270,Cherry Valley,Worcester,Cherry Valley,MA,1611,Northeast,13-04-2021,"$33,623",Non-Default,26-03-2021,869,882,$672,0,33623
38678517,PERSONAL LOAN,179-86-5493,210-572-1687,Fort Worth,Tarrant,Fort Worth,TX,76148,South,04-05-2019,"$1,86,591",Default,10-07-2021,846,870,"$31,720",31720,186591
38678518,MORTGAGE,060-02-4158,480-226-2894,Cashion,Maricopa,Cashion,AZ,85329,West,16-03-2018,"$8,92,930",Non-Default,25-07-2021,762,785,"$3,92,889",392889,892930
38678519,CREDIT CARD,046-15-2592,262-375-5380,Milwaukee,Milwaukee,Milwaukee,WI,53278,Midwest,24-08-2021,"$43,353",Non-Default,24-08-2021,896,927,"$18,642",18642,43353
38678520,MORTGAGE,454-99-7559,210-648-4087,Abilene,Taylor,Abilene,TX,79603,South,04-06-2020,"$6,20,264",Non-Default,27-07-2021,653,682,"$3,10,132",310132,620264
38678521,PERSONAL LOAN,474-55-8850,803-379-1818,Chesterfield,Chesterfield,Chesterfield,SC,29709,South,18-12-2019,"$45,446",Default,24-08-2021,885,892,"$14,088",14088,45446
38678522,MORTGAGE,380-37-4737,215-379-8143,Tatamy,Northampton,Tatamy,PA,18085,Northeast,24-08-2021,"$8,51,932",Non-Default,04-04-2021,840,861,"$17,039",17039,851932
38678523,PERSONAL LOAN,151-23-1054,217-932-0810,Gibson City,Ford,Gibson City,IL,60936,Midwest,02-02-2018,"$1,21,534",Non-Default,10-07-2021,656,661,"$10,938",10938,121534
38678524,CREDIT CARD,711-18-2987,216-918-9638,North Lewisburg,Champaign,North Lewisburg,OH,43060,Midwest,05-01-2020,"$92,650",Non-Default,24-08-2021,777,781,$0,0,92650
38678525,MORTGAGE,011-94-1111,316-851-2944,Topeka,Shawnee,Topeka,KS,66617,Midwest,24-08-2021,"$8,22,926",Non-Default,24-08-2021,787,811,"$74,063",74063,822926
38678526,MORTGAGE,653-60-5747,503-457-6429,Estacada,Clackamas,Estacada,OR,97023,West,11-03-2018,"$8,03,861",Default,13-05-2021,738,771,"$56,270",56270,803861
38678527,MORTGAGE,204-84-6213,406-664-4595,Judith Gap,Wheatland,Judith Gap,MT,59453,West,20-12-2020,"$5,68,431",Default,07-11-2020,810,809,"$2,50,110",250110,568431
38678528,CREDIT CARD,529-99-4005,239-225-4652,Chokoloskee,Chokoloskee,Chokoloskee,FL,33925,South,25-07-2021,"$99,402",Non-Default,14-03-2021,841,837,"$47,713",47713,99402
38678529,MORTGAGE,423-67-1496,201-263-2916,Adelphia,Monmouth,Adelphia,NJ,7710,Northeast,10-06-2019,"$8,48,444",Default,15-12-2020,662,656,"$3,05,440",305440,848444
38678530,MORTGAGE,434-99-0203,209-640-3726,Bakersfield,Kern,Bakersfield,CA,93385,West,21-04-2020,"$6,40,474",Non-Default,29-05-2021,828,851,"$1,72,928",172928,640474
38678531,MORTGAGE,652-62-5185,308-556-0841,Milligan,Fillmore,Milligan,NE,68406,Midwest,08-01-2018,"$8,96,177",Non-Default,24-08-2021,650,665,"$2,06,121",206121,896177
38678532,MORTGAGE,045-15-4642,239-661-1352,Hollywood,Broward,Hollywood,FL,33019,South,08-04-2019,"$5,60,103",Non-Default,06-12-2020,886,884,"$1,79,233",179233,560103
38678533,CREDIT CARD,010-94-6262,479-913-2086,Jerusalem,Conway,Jerusalem,AR,72080,South,13-02-2018,"$41,558",Default,12-05-2021,869,910,"$12,052",12052,41558
38678534,MORTGAGE,278-17-4396,209-435-8511,San Quentin,Marin,San Quentin,CA,94974,West,04-02-2018,"$1,84,823",Non-Default,24-08-2021,818,825,"$20,331",20331,184823
38678535,CREDIT CARD,486-29-4614,205-319-6147,Anniston,Calhoun,Anniston,AL,36202,South,11-08-2020,"$75,586",Non-Default,28-02-2021,867,857,"$2,268",2268,75586
38678536,MORTGAGE,052-02-4707,270-446-4466,Corbin,Whitley,Corbin,KY,40701,South,18-07-2020,"$9,27,535",Non-Default,04-01-2021,832,844,"$9,275",9275,927535
38678537,PERSONAL LOAN,537-71-3695,229-724-3304,Dalton,Whitfield,Dalton,GA,30719,South,02-01-2020,"$1,84,348",Default,25-02-2021,830,858,"$36,870",36870,184348
38678538,CREDIT CARD,245-99-2903,215-969-1762,Salona,Clinton,Salona,PA,17767,Northeast,12-01-2021,"$80,440",Non-Default,24-08-2021,692,705,"$25,741",25741,80440
38678539,CREDIT CARD,288-15-5677,229-791-9615,Alpharetta,Alpharetta,Alpharetta,GA,30202,South,08-09-2018,"$72,824",Default,15-11-2020,804,853,"$30,586",30586,72824
38678540,MORTGAGE,455-99-4792,208-620-1222,Fernwood,Benewah,Fernwood,ID,83830,West,04-09-2019,"$4,28,453",Non-Default,24-08-2021,886,922,"$1,07,113",107113,428453
38678541,MORTGAGE,448-27-9111,605-947-1923,Fedora,Miner,Fedora,SD,57337,Midwest,26-10-2019,"$1,03,434",Non-Default,24-08-2021,803,831,"$19,652",19652,103434
38678542,CREDIT CARD,664-22-3579,808-499-6953,Papaaloa,Hawaii,Papaaloa,HI,96780,West,02-06-2019,"$33,172",Non-Default,02-04-2021,819,855,"$10,615",10615,33172
38678543,PERSONAL LOAN,707-18-9082,216-233-2848,Vandalia,Montgomery,Vandalia,OH,45377,Midwest,26-04-2018,"$1,88,378",Non-Default,24-08-2021,772,813,"$28,257",28257,188378
38678544,CREDIT CARD,291-15-1268,202-751-1344,Washington,District of Columbia,Washington,DC,20437,South,24-08-2021,"$61,586",Default,26-07-2021,677,702,"$25,866",25866,61586
38678545,CREDIT CARD,142-23-9861,314-454-5793,Quincy,Hickory,Quincy,MO,65735,Midwest,04-07-2018,"$70,687",Default,07-04-2021,847,850,"$19,085",19085,70687
38678546,MORTGAGE,608-87-2564,339-605-0064,Boxborough,Middlesex,Boxborough,MA,1719,Northeast,11-05-2021,"$2,85,157",Non-Default,02-06-2021,795,818,"$1,14,063",114063,285157
38678547,CREDIT CARD,192-86-0069,201-730-9944,Saddle River,Bergen,Saddle River,NJ,7458,Northeast,20-02-2021,"$52,419",Non-Default,24-08-2021,773,796,$0,0,52419
38678548,PERSONAL LOAN,769-02-1287,215-433-7060,Kingsley,Susquehanna,Kingsley,PA,18826,Northeast,24-08-2021,"$67,201",Non-Default,24-08-2021,829,835,"$6,720",6720,67201
38678549,MORTGAGE,472-57-0324,209-844-5268,West Hills,Los Angeles,West Hills,CA,91308,West,02-02-2021,"$1,63,779",Non-Default,23-03-2021,746,763,"$80,252",80252,163779
38678550,PERSONAL LOAN,168-86-9274,202-992-9567,Washington,District of Columbia,Washington,DC,20039,South,12-10-2018,"$1,64,944",Non-Default,31-10-2020,775,814,"$62,679",62679,164944
38678551,MORTGAGE,284-15-3407,262-395-7509,Armstrong Creek,Forest,Armstrong Creek,WI,54103,Midwest,17-04-2020,"$2,92,980",Non-Default,22-07-2021,800,798,"$1,08,403",108403,292980
38678552,MORTGAGE,640-29-7786,210-782-3098,Hart,Castro,Hart,TX,79043,South,14-07-2020,"$9,18,400",Default,12-08-2021,719,743,"$3,48,992",348992,918400
38678553,CREDIT CARD,465-99-6910,303-742-3198,Collbran,Mesa,Collbran,CO,81624,West,13-08-2021,"$37,010",Non-Default,10-04-2021,892,923,"$14,804",14804,37010
38678554,CREDIT CARD,438-99-1413,217-390-6443,Elizabeth,Jo Daviess,Elizabeth,IL,61028,Midwest,08-04-2020,"$40,262",Default,24-08-2021,702,750,"$10,871",10871,40262
38678555,MORTGAGE,342-11-8398,217-563-4642,Herrick,Shelby,Herrick,IL,62431,Midwest,12-04-2021,"$8,46,032",Non-Default,01-08-2021,783,781,"$2,36,889",236889,846032
38678556,CREDIT CARD,139-23-4480,270-742-6681,Hebron,Boone,Hebron,KY,41048,South,15-05-2019,"$26,088",Non-Default,24-08-2021,789,833,"$13,044",13044,26088
38678557,MORTGAGE,357-08-3063,239-696-4934,Miami,Miami-Dade,Miami,FL,33145,South,06-03-2020,"$9,92,287",Non-Default,01-01-2021,696,703,"$39,691",39691,992287
38678558,MORTGAGE,522-99-9958,479-853-4167,Winslow,Washington,Winslow,AR,72959,South,18-07-2020,"$1,92,174",Non-Default,12-01-2021,808,818,"$74,948",74948,192174
38678559,MORTGAGE,541-83-3877,229-695-2945,Ellenwood,Clayton,Ellenwood,GA,30294,South,10-05-2019,"$4,45,642",Default,15-02-2021,754,773,"$1,91,626",191626,445642
38678560,CREDIT CARD,087-02-0866,219-879-7538,Winona Lake,Kosciusko,Winona Lake,IN,46590,Midwest,08-03-2018,"$71,690",Non-Default,24-08-2021,730,766,"$17,923",17923,71690
38678561,CREDIT CARD,086-02-4255,216-279-8328,Alvada,Seneca,Alvada,OH,44802,Midwest,04-07-2018,"$47,575",Non-Default,24-08-2021,845,886,"$12,370",12370,47575
38678562,PERSONAL LOAN,521-99-4175,202-363-8714,Washington,District of Columbia,Washington,DC,20510,South,04-01-2020,"$30,742",Default,24-08-2021,816,822,"$8,300",8300,30742
38678563,MORTGAGE,370-37-3206,225-980-6519,Hahnville,St. Charles,Hahnville,LA,70057,South,24-08-2021,"$1,95,075",Non-Default,27-11-2020,802,846,"$33,163",33163,195075
38678564,PERSONAL LOAN,439-99-7221,405-987-7896,Mounds,Creek,Mounds,OK,74047,South,13-03-2018,"$1,57,770",Non-Default,24-08-2021,816,826,"$29,976",29976,157770
38678565,PERSONAL LOAN,014-94-2992,319-492-3734,Northboro,Page,Northboro,IA,51647,Midwest,16-02-2021,"$1,03,380",Non-Default,23-03-2021,847,893,"$26,879",26879,103380
38678566,CREDIT CARD,068-02-6607,303-523-8563,Larkspur,Douglas,Larkspur,CO,80118,West,17-12-2020,"$30,508",Non-Default,13-11-2020,810,816,"$5,797",5797,30508
38678567,CREDIT CARD,145-23-9281,205-326-1968,Tuscaloosa,Tuscaloosa,Tuscaloosa,AL,35401,South,17-07-2021,"$63,510",Non-Default,15-02-2021,765,769,"$27,944",27944,63510
38678568,MORTGAGE,282-15-9607,229-783-2481,Woodbury,Meriwether,Woodbury,GA,30293,South,05-08-2020,"$8,46,710",Non-Default,14-01-2021,788,793,"$3,97,954",397954,846710
38678569,CREDIT CARD,217-89-3810,215-457-4000,Schuylkill Haven,Schuylkill,Schuylkill Haven,PA,17972,Northeast,11-10-2020,"$79,800",Non-Default,15-06-2021,780,802,"$29,526",29526,79800
38678570,PERSONAL LOAN,530-99-8079,303-365-4690,Louisville,Boulder,Louisville,CO,80027,West,02-09-2019,"$71,563",Default,16-07-2021,784,802,"$7,156",7156,71563
38678571,CREDIT CARD,257-99-9530,209-472-8389,Visalia,Tulare,Visalia,CA,93278,West,27-01-2019,"$82,911",Non-Default,03-03-2021,819,837,"$39,797",39797,82911
38678572,MORTGAGE,097-02-4864,205-609-8517,Kellerman,Tuscaloosa,Kellerman,AL,35468,South,17-01-2020,"$9,66,641",Default,24-08-2021,860,882,"$1,06,331",106331,966641
38678573,MORTGAGE,458-99-8275,215-923-4479,Delano,Schuylkill,Delano,PA,18220,Northeast,17-11-2019,"$1,57,257",Default,05-03-2021,770,796,"$31,451",31451,157257
38678574,MORTGAGE,547-99-2697,218-443-0571,Lake Wilson,Murray,Lake Wilson,MN,56151,Midwest,17-05-2020,"$7,74,209",Default,24-01-2021,835,879,"$23,226",23226,774209
38678575,PERSONAL LOAN,414-99-0911,423-477-7388,New Market,Jefferson,New Market,TN,37820,South,05-03-2019,"$45,362",Non-Default,25-02-2021,804,852,"$16,330",16330,45362
38678576,CREDIT CARD,234-57-5613,216-934-5735,Russellville,Brown,Russellville,OH,45168,Midwest,25-12-2019,"$77,902",Non-Default,06-07-2021,670,682,"$3,895",3895,77902
38678577,CREDIT CARD,202-84-9988,217-764-3023,Wood Dale,Wood Dale,Wood Dale,IL,60399,Midwest,13-09-2018,"$50,858",Non-Default,26-04-2021,705,702,"$8,137",8137,50858
38678578,CREDIT CARD,505-59-2850,225-837-2181,Bourg,Terrebonne,Bourg,LA,70343,South,15-06-2020,"$39,119",Non-Default,14-04-2021,881,877,$0,0,39119
38678579,MORTGAGE,387-33-4911,209-629-3065,Santa Rita Park,Merced,Santa Rita Park,CA,93661,West,24-06-2021,"$3,05,795",Default,15-12-2020,741,790,"$3,058",3058,305795
38678580,CREDIT CARD,184-86-5258,205-449-6359,Luverne,Crenshaw,Luverne,AL,36049,South,22-04-2018,"$85,599",Default,26-05-2021,872,870,"$41,088",41088,85599
38678581,MORTGAGE,093-02-9578,480-680-9982,Green Valley,Pima,Green Valley,AZ,85622,West,11-04-2021,"$8,98,724",Non-Default,15-01-2021,795,838,"$2,15,694",215694,898724
38678582,CREDIT CARD,304-37-4206,215-953-7999,Mills,Potter,Mills,PA,16937,Northeast,16-05-2018,"$64,485",Non-Default,09-04-2021,804,802,"$4,514",4514,64485
38678583,CREDIT CARD,019-94-2552,207-739-2021,Corinth,Penobscot,Corinth,ME,4427,Northeast,02-04-2020,"$85,381",Default,23-02-2021,680,690,"$29,030",29030,85381
38678584,CREDIT CARD,074-02-2984,212-972-5115,Wurtsboro,Sullivan,Wurtsboro,NY,12790,Northeast,05-01-2020,"$79,926",Non-Default,15-07-2021,775,774,"$15,186",15186,79926
38678585,MORTGAGE,495-29-9705,231-993-8210,Flint,Genesee,Flint,MI,48559,Midwest,15-01-2021,"$3,05,210",Non-Default,24-08-2021,787,830,"$21,365",21365,305210
38678586,CREDIT CARD,098-02-0715,339-420-9000,Boston,Suffolk,Boston,MA,2102,Northeast,21-05-2018,"$72,343",Default,24-11-2020,788,831,"$21,703",21703,72343
38678587,MORTGAGE,761-12-9385,423-743-3358,Memphis,Shelby,Memphis,TN,38187,South,18-04-2019,"$6,06,903",Default,14-04-2021,846,838,"$60,690",60690,606903
38678588,MORTGAGE,652-62-8756,209-747-9231,Daly City,San Mateo,Daly City,CA,94017,West,03-07-2019,"$6,50,490",Non-Default,16-02-2021,815,864,"$2,40,681",240681,650490
38678589,MORTGAGE,699-16-0064,239-453-3057,La Crosse,Alachua,La Crosse,FL,32658,South,25-05-2018,"$4,14,448",Non-Default,18-05-2021,750,756,"$1,94,791",194791,414448
38678590,MORTGAGE,316-35-9608,316-994-8663,Kanopolis,Ellsworth,Kanopolis,KS,67454,Midwest,06-05-2018,"$9,86,704",Non-Default,19-11-2020,838,887,"$88,803",88803,986704
38678591,MORTGAGE,275-17-0496,209-603-8677,Etna,Siskiyou,Etna,CA,96027,West,19-07-2020,"$8,34,569",Non-Default,17-01-2021,774,821,"$75,111",75111,834569
38678592,PERSONAL LOAN,312-35-8321,423-340-8433,Memphis,Shelby,Memphis,TN,38104,South,07-03-2018,"$32,067",Non-Default,19-08-2021,756,788,"$6,413",6413,32067
38678593,MORTGAGE,443-27-2376,216-434-2375,Walhonding,Coshocton,Walhonding,OH,43843,Midwest,06-06-2020,"$7,93,170",Non-Default,23-03-2021,883,902,"$3,01,405",301405,793170
38678594,PERSONAL LOAN,125-98-6400,208-654-2962,Marsing,Owyhee,Marsing,ID,83639,West,19-01-2019,"$34,646",Non-Default,24-08-2021,843,844,"$2,425",2425,34646
38678595,CREDIT CARD,193-86-5495,209-704-2082,Witter Springs,Lake,Witter Springs,CA,95493,West,12-07-2018,"$58,571",Default,27-04-2021,764,766,"$4,686",4686,58571
38678596,MORTGAGE,322-11-8209,236-244-4948,Meadows Of Dan,Patrick,Meadows Of Dan,VA,24120,South,01-06-2019,"$7,35,874",Default,02-12-2020,672,713,"$2,28,121",228121,735874
38678597,CREDIT CARD,669-48-5396,215-234-6514,Kempton,Berks,Kempton,PA,19529,Northeast,24-08-2021,"$89,043",Non-Default,05-02-2021,674,700,"$42,741",42741,89043
38678598,CREDIT CARD,447-27-9882,423-706-0375,Chuckey,Greene,Chuckey,TN,37641,South,10-12-2019,"$79,616",Non-Default,24-08-2021,795,811,"$17,516",17516,79616
38678599,MORTGAGE,617-87-3530,210-858-0171,Amarillo,Potter,Amarillo,TX,79172,South,01-06-2018,"$1,89,635",Non-Default,25-05-2021,865,914,"$77,750",77750,189635
38678600,CREDIT CARD,333-11-0728,219-476-3502,Valparaiso,Porter,Valparaiso,IN,46384,Midwest,13-11-2019,"$89,810",Non-Default,24-08-2021,723,769,"$24,249",24249,89810
38678601,CREDIT CARD,503-45-9911,212-777-8328,Hogansburg,Franklin,Hogansburg,NY,13655,Northeast,02-06-2020,"$82,606",Non-Default,24-08-2021,739,756,"$25,608",25608,82606
38678602,PERSONAL LOAN,229-99-7132,270-880-1877,Stoney Fork,Bell,Stoney Fork,KY,40988,South,10-11-2019,"$34,639",Non-Default,12-06-2021,803,793,"$12,124",12124,34639
38678603,CREDIT CARD,243-99-8276,252-702-2047,Enka,Buncombe,Enka,NC,28728,South,08-05-2019,"$49,172",Non-Default,10-04-2021,681,699,"$5,901",5901,49172
38678604,CREDIT CARD,635-31-8969,228-280-1322,Chatham,Washington,Chatham,MS,38731,South,11-08-2020,"$41,410",Non-Default,24-08-2021,676,717,"$7,454",7454,41410
38678605,CREDIT CARD,281-15-3739,212-912-3168,Pleasantville,Westchester,Pleasantville,NY,10572,Northeast,23-05-2018,"$64,292",Non-Default,16-03-2021,858,856,"$15,430",15430,64292
38678606,MORTGAGE,167-86-8504,205-830-0945,Pleasant Grove,Jefferson,Pleasant Grove,AL,35127,South,22-05-2018,"$1,23,157",Non-Default,20-02-2021,724,747,"$24,631",24631,123157
38678607,PERSONAL LOAN,086-02-2944,252-697-9312,Triplett,Triplett,Triplett,NC,28686,South,08-03-2020,"$98,276",Non-Default,15-05-2021,833,847,"$31,448",31448,98276
38678608,CREDIT CARD,650-62-1805,231-823-8133,Sears,Osceola,Sears,MI,49679,Midwest,08-06-2018,"$95,325",Default,03-07-2021,852,887,"$26,691",26691,95325
38678609,CREDIT CARD,013-94-6727,215-413-8884,Nazareth,Northampton,Nazareth,PA,18064,Northeast,24-11-2018,"$62,740",Non-Default,24-08-2021,832,862,"$3,137",3137,62740
38678610,PERSONAL LOAN,468-57-2638,303-838-3557,Cortez,Montezuma,Cortez,CO,81321,West,19-07-2018,"$87,679",Non-Default,24-08-2021,790,817,"$20,166",20166,87679
38678611,CREDIT CARD,499-29-5271,207-729-6068,Fryeburg,Oxford,Fryeburg,ME,4037,Northeast,28-09-2019,"$32,825",Non-Default,16-05-2021,718,742,$328,0,32825
38678612,CREDIT CARD,421-67-8887,605-497-6165,Mission Ridge,Stanley,Mission Ridge,SD,57557,Midwest,14-01-2019,"$55,936",Non-Default,31-07-2021,735,777,"$21,256",21256,55936
38678613,PERSONAL LOAN,182-86-5757,316-878-5829,Mapleton,Bourbon,Mapleton,KS,66754,Midwest,06-12-2018,"$1,29,713",Default,16-02-2021,854,849,"$35,023",35023,129713
38678614,PERSONAL LOAN,086-02-1451,210-908-8188,Sulphur Springs,Hopkins,Sulphur Springs,TX,75482,South,13-02-2021,"$45,626",Default,23-08-2021,769,806,"$3,194",3194,45626
38678615,MORTGAGE,385-37-2527,206-809-8915,Neah Bay,Clallam,Neah Bay,WA,98357,West,06-05-2019,"$9,18,057",Non-Default,31-07-2021,697,728,"$1,74,431",174431,918057
38678616,PERSONAL LOAN,639-29-5652,314-419-0141,Conran,New Madrid,Conran,MO,63838,Midwest,24-08-2021,"$1,49,230",Default,10-12-2020,728,749,"$29,846",29846,149230
38678617,MORTGAGE,194-86-9738,304-932-6855,Petroleum,Ritchie,Petroleum,WV,26161,South,27-04-2019,"$2,39,446",Default,24-08-2021,763,797,"$31,128",31128,239446
38678618,CREDIT CARD,500-29-5144,229-869-5816,Locust Grove,Henry,Locust Grove,GA,30248,South,02-11-2019,"$66,369",Non-Default,27-04-2021,749,750,"$5,973",5973,66369
